"AircraftDescription","Description","Designator","EngineCount","EngineType","ManufacturerCode","ModelFullName","WTC"
"LandPlane","L2P","C340","2","Piston","AVIONES COLOMBIA","340","L"
"LandPlane","L2P","C402","2","Piston","AVIONES COLOMBIA","402","L"
"LandPlane","L2P","C414","2","Piston","AVIONES COLOMBIA","414","L"
"LandPlane","L1P","C188","1","Piston","AVIONES COLOMBIA","AC-05 AgWagon","L"
"LandPlane","L1P","C188","1","Piston","AVIONES COLOMBIA","AgTrainer","L"
"LandPlane","L1P","P210","1","Piston","AVIONES COLOMBIA","P210","L"
"LandPlane","L1P","C188","1","Piston","AVIONES COLOMBIA","Pijao","L"
"LandPlane","L1P","C82R","1","Piston","AVIONES COLOMBIA","R182","L"
"LandPlane","L2P","C303","2","Piston","AVIONES COLOMBIA","T303","L"
"LandPlane","L2P","BN2P","2","Piston","AVIONS FAIREY","BN-2A Defender","L"
"LandPlane","L2P","BN2P","2","Piston","AVIONS FAIREY","BN-2A Islander","L"
"LandPlane","L2P","BN2P","2","Piston","AVIONS FAIREY","BN-2A Maritime Defender","L"
"LandPlane","L3P","TRIS","3","Piston","AVIONS FAIREY","BN-2A Mk3 Trislander","L"
"LandPlane","L2P","BN2P","2","Piston","AVIONS FAIREY","BN-2B Islander","L"
"LandPlane","L2P","BN2P","2","Piston","AVIONS FAIREY","Defender","L"
"LandPlane","L2P","BN2P","2","Piston","AVIONS FAIREY","Islander","L"
"LandPlane","L2P","BN2P","2","Piston","AVIONS FAIREY","Maritime Defender","L"
"LandPlane","L1P","NIPR","1","Piston","AVIONS FAIREY","Nipper","L"
"LandPlane","L1P","NIPR","1","Piston","AVIONS FAIREY","T-66 Nipper","L"
"LandPlane","L1P","TIPB","1","Piston","AVIONS FAIREY","Tipsy B","L"
"LandPlane","L1P","TIPB","1","Piston","AVIONS FAIREY","Tipsy BC","L"
"LandPlane","L1P","TIPB","1","Piston","AVIONS FAIREY","Tipsy Belfair","L"
"LandPlane","L1P","TIJU","1","Piston","AVIONS FAIREY","Tipsy Junior","L"
"LandPlane","L1P","TIPB","1","Piston","AVIONS FAIREY","Tipsy Trainer","L"
"LandPlane","L3P","TRIS","3","Piston","AVIONS FAIREY","Trislander","L"
"LandPlane","L1P","SL90","1","Piston","AVIOTECHNICA","Leshii","L"
"LandPlane","L1P","SL90","1","Piston","AVIOTECHNICA","SL-90 Leshii","L"
"Helicopter","H1T","ES11","1","Turboprop/Turboshaft","AVIOTECNICA","ES-101 Exec","L"
"Helicopter","H1T","ES11","1","Turboprop/Turboshaft","AVIOTECNICA","ES-101 Raven","L"
"Helicopter","H1T","ES11","1","Turboprop/Turboshaft","AVIOTECNICA","Exec","L"
"Helicopter","H1T","ES11","1","Turboprop/Turboshaft","AVIOTECNICA","Raven","L"
"LandPlane","L1P","BEAR","1","Piston","AVIPRO","Bearhawk","L"
"LandPlane","L1P","BEAR","1","Piston","AVIPRO","RB-4 Bearhawk","L"
"LandPlane","L1P","A504","1","Piston","AVRO","504","L"
"LandPlane","L1P","A504","1","Piston","AVRO","504 Replica","L"
"LandPlane","L1P","AVIN","1","Piston","AVRO","594 Avian","L"
"LandPlane","L1P","AVIN","1","Piston","AVRO","616 Avian","L"
"LandPlane","L1P","TUTR","1","Piston","AVRO","621 Tutor","L"
"LandPlane","L2P","ANSN","2","Piston","AVRO","652 Anson","L"
"LandPlane","L4P","LANC","4","Piston","AVRO","683 Lancaster","M"
"LandPlane","L4P","SHAC","4","Piston","AVRO","696 Shackleton","M"
"LandPlane","L2T","A748","2","Turboprop/Turboshaft","AVRO","748","M"
"LandPlane","L2P","ANSN","2","Piston","AVRO","Anson","L"
"LandPlane","L1P","AVIN","1","Piston","AVRO","Avian","L"
"LandPlane","L4J","RJ70","4","Jet","AVRO","Avroliner (RJ-70)","M"
"LandPlane","L4J","RJ85","4","Jet","AVRO","Avroliner (RJ-85)","M"
"LandPlane","L4J","RJ1H","4","Jet","AVRO","Avroliner (RJ-100)","M"
"LandPlane","L2T","A748","2","Turboprop/Turboshaft","AVRO","C-91","M"
"LandPlane","L4P","LANC","4","Piston","AVRO","Lancaster","M"
"LandPlane","L4J","RJ70","4","Jet","AVRO","RJ-70 Avroliner","M"
"LandPlane","L4J","RJ85","4","Jet","AVRO","RJ-85 Avroliner","M"
"LandPlane","L4J","RJ1H","4","Jet","AVRO","RJ-100 Avroliner","M"
"LandPlane","L4P","SHAC","4","Piston","AVRO","Shackleton","M"
"LandPlane","L1P","TUTR","1","Piston","AVRO","Tutor","L"
"LandPlane","L4J","VULC","4","Jet","AVRO","698 Vulcan","M"
"LandPlane","L4J","VULC","4","Jet","AVRO","Vulcan","M"
"LandPlane","L2T","AVK4","2","Turboprop/Turboshaft","AVTEK","400","L"
"LandPlane","L1P","SS2P","1","Piston","AYRES","Bull Thrush","L"
"LandPlane","L1P","SS2P","1","Piston","AYRES","S-2R-600 Thrush","L"
"LandPlane","L1T","SS2T","1","Turboprop/Turboshaft","AYRES","S-2R-G Turbo Thrush","L"
"LandPlane","L1T","SS2T","1","Turboprop/Turboshaft","AYRES","S-2RHG-T34 Turbo Thrush","L"
"LandPlane","L1T","SS2T","1","Turboprop/Turboshaft","AYRES","S-2RHG-T65 Turbo Thrush","L"
"LandPlane","L1P","SS2P","1","Piston","AYRES","S-2R-R3S Thrush","L"
"LandPlane","L1P","SS2P","1","Piston","AYRES","S-2R-R1340 Thrush","L"
"LandPlane","L1P","SS2P","1","Piston","AYRES","S-2R-R1820 Bull Thrush","L"
"LandPlane","L1T","SS2T","1","Turboprop/Turboshaft","AYRES","S-2R-T11 Turbo Thrush","L"
"LandPlane","L1T","SS2T","1","Turboprop/Turboshaft","AYRES","S-2R-T15 Turbo Thrush","L"
"LandPlane","L1T","SS2T","1","Turboprop/Turboshaft","AYRES","S-2R-T34 Turbo Thrush","L"
"LandPlane","L1T","SS2T","1","Turboprop/Turboshaft","AYRES","S-2R-T41 Turbo Thrush","L"
"LandPlane","L1T","SS2T","1","Turboprop/Turboshaft","AYRES","S-2R-T45 Turbo Thrush","L"
"LandPlane","L1T","SS2T","1","Turboprop/Turboshaft","AYRES","S-2R-T65 Turbo Thrush","L"
"LandPlane","L1T","A660","1","Turboprop/Turboshaft","AYRES","S-2R-T660 Turbo Thrush","L"
"LandPlane","L1P","SS2P","1","Piston","AYRES","Thrush","L"
"LandPlane","L1T","SS2T","1","Turboprop/Turboshaft","AYRES","Turbo Thrush (S-2R-G/T except T660)","L"
"LandPlane","L1T","A660","1","Turboprop/Turboshaft","AYRES","Turbo Thrush (S-2R-T660)","L"
"LandPlane","L1T","SS2T","1","Turboprop/Turboshaft","AYRES","V-1 Vigilante","L"
"LandPlane","L1T","SS2T","1","Turboprop/Turboshaft","AYRES","Vigilante","L"
"LandPlane","L1P","FK12","1","Piston","B & F TECHNIK","Comet","L"
"LandPlane","L1P","FK9","1","Piston","B & F TECHNIK","FK-9","L"
"LandPlane","L1P","FK12","1","Piston","B & F TECHNIK","FK-12 Comet","L"
"LandPlane","L1P","FK14","1","Piston","B & F TECHNIK","FK-14 Polaris","L"
"LandPlane","L1P","FK14","1","Piston","B & F TECHNIK","Polaris","L"
"LandPlane","L2J","BA11","2","Jet","BAC","111 One-Eleven","M"
"LandPlane","L1J","JPRO","1","Jet","BAC","145 Jet Provost","L"
"LandPlane","L2J","CNBR","2","Jet","BAC","Canberra","M"
"LandPlane","L1J","JPRO","1","Jet","BAC","Jet Provost","L"
"LandPlane","L2J","LTNG","2","Jet","BAC","Lightning","M"
"LandPlane","L2J","BA11","2","Jet","BAC","One-Eleven","M"
"LandPlane","L2J","TOR","2","Jet","BAC","Tornado","M"
"LandPlane","L1J","STRK","1","Jet","BAC","Strikemaster","L"
"LandPlane","L1J","STRK","1","Jet","BAC","167 Strikemaster","L"
"LandPlane","L1P","YK52","1","Piston","BACAU","Yak-52","L"
"LandPlane","L1P","PA18","1","Piston","BACKCOUNTRY","PA-18 Super Cub","L"
"LandPlane","L1P","PA12","1","Piston","BACKCOUNTRY","PA-12 Super Cruiser","L"
"LandPlane","L1P","MSQ2","1","Piston","BACKCOUNTRY","Mackey SQ-2","L"
"LandPlane","L1P","PA18","1","Piston","BACKCOUNTRY","Super Cub","L"
"LandPlane","L1P","PA12","1","Piston","BACKCOUNTRY","Super Cruiser","L"
"LandPlane","L4J","RJ70","4","Jet","BAE SYSTEMS","Avro RJ-70","M"
"LandPlane","L4J","RJ85","4","Jet","BAE SYSTEMS","Avro RJ-85","M"
"LandPlane","L4J","RJ1H","4","Jet","BAE SYSTEMS","Avro RJ-100","M"
"LandPlane","L1J","HAWK","1","Jet","BAE SYSTEMS","CT-155  Hawk","M"
"LandPlane","L2J","EUFI","2","Jet","BAE SYSTEMS","Eurofighter 2000","M"
"LandPlane","L1J","HAWK","1","Jet","BAE SYSTEMS","Goshawk","M"
"LandPlane","L1J","HAWK","1","Jet","BAE SYSTEMS","Hawk","M"
"LandPlane","L1J","HAWK","1","Jet","BAE SYSTEMS","T-45 Goshawk","M"
"LandPlane","L2J","EUFI","2","Jet","BAE SYSTEMS","Typhoon","M"
"LandPlane","L1J","HAWK","1","Jet","BAE SYSTEMS AUSTRALIA","Hawk","M"
"LandPlane","L1P","DUCE","1","Piston","BAKENG","Duce","L"
"Gyrocopter","G1P","BR54","1","Piston","BARNETT","BRC-540","L"
"Gyrocopter","G1P","J4B2","1","Piston","BARNETT","J4B2","L"
"LandPlane","L1P","BAR6","1","Piston","BARR","BarrSix","L"
"LandPlane","L2T","DC3T","2","Turboprop/Turboshaft","BASLER","BT-67 Turbo 67","M"
"LandPlane","L2T","DC3T","2","Turboprop/Turboshaft","BASLER","Turbo 67","M"
"LandPlane","L1P","BD5","1","Piston","BD-MICRO","BD-5B Micro","L"
"LandPlane","L1J","BD5J","1","Jet","BD-MICRO","BD-5J Micro","L"
"LandPlane","L1T","BD5T","1","Turboprop/Turboshaft","BD-MICRO","BD-5T Micro","L"
"LandPlane","L1P","BD5","1","Piston","BD-MICRO","Micro (BD-5B)","L"
"LandPlane","L1J","BD5J","1","Jet","BD-MICRO","Micro (BD-5J)","L"
"LandPlane","L1T","BD5T","1","Turboprop/Turboshaft","BD-MICRO","Micro (BD-5T)","L"
"LandPlane","L1P","V8SP","1","Piston","BEACHNER","Special","L"
"LandPlane","L1P","V8SP","1","Piston","BEACHNER","V-8 Special","L"
"LandPlane","L1P","AUS6","1","Piston","BEAGLE","6A","L"
"LandPlane","L1P","AUS6","1","Piston","BEAGLE","A-61 Terrier","L"
"LandPlane","L1P","AUS6","1","Piston","BEAGLE","A-61 Tugmaster","L"
"LandPlane","L1P","AIRD","1","Piston","BEAGLE","A-109 Airedale","L"
"LandPlane","L1P","AIRD","1","Piston","BEAGLE","Airedale","L"
"LandPlane","L1P","PUP","1","Piston","BEAGLE","B-121 Pup","L"
"LandPlane","L1P","BDOG","1","Piston","BEAGLE","B-125 Bulldog","L"
"LandPlane","L2P","BASS","2","Piston","BEAGLE","B-206","L"
"LandPlane","L2P","BASS","2","Piston","BEAGLE","Basset","L"
"LandPlane","L1P","BDOG","1","Piston","BEAGLE","Bulldog","L"
"LandPlane","L1P","D5","1","Piston","BEAGLE","D-5","L"
"LandPlane","L1P","D5","1","Piston","BEAGLE","D-5 Husky","L"
"LandPlane","L1P","D5","1","Piston","BEAGLE","Husky","L"
"LandPlane","L1P","PUP","1","Piston","BEAGLE","Pup","L"
"LandPlane","L1P","AUS6","1","Piston","BEAGLE","Terrier","L"
"LandPlane","L1P","AUS6","1","Piston","BEAGLE","Tugmaster","L"
"LandPlane","L1P","AUS6","1","Piston","BEAGLE-AUSTER","6A","L"
"LandPlane","L1P","AUS6","1","Piston","BEAGLE-AUSTER","A-61 Terrier","L"
"LandPlane","L1P","AUS6","1","Piston","BEAGLE-AUSTER","A-61 Tugmaster","L"
"LandPlane","L1P","AIRD","1","Piston","BEAGLE-AUSTER","A-109 Airedale","L"
"LandPlane","L1P","AIRD","1","Piston","BEAGLE-AUSTER","Airedale","L"
"LandPlane","L1P","AU11","1","Piston","BEAGLE-AUSTER","Auster AOP11","L"
"LandPlane","L2P","BASS","2","Piston","BEAGLE-AUSTER","B-206","L"
"LandPlane","L1P","D4","1","Piston","BEAGLE-AUSTER","D-4","L"
"LandPlane","L1P","D5","1","Piston","BEAGLE-AUSTER","D-5","L"
"LandPlane","L1P","D6","1","Piston","BEAGLE-AUSTER","D-6","L"
"LandPlane","L1P","AU11","1","Piston","BEAGLE-AUSTER","E-3 Auster AOP11","L"
"LandPlane","L1P","AUS6","1","Piston","BEAGLE-AUSTER","Terrier","L"
"LandPlane","L1P","AUS6","1","Piston","BEAGLE-AUSTER","Tugmaster","L"
"LandPlane","L1P","BD4","1","Piston","BEDE","BD-4","L"
"LandPlane","L1P","BD5","1","Piston","BEDE","BD-5B Micro","L"
"LandPlane","L1P","BD5","1","Piston","BEDE","BD-5D Micro","L"
"LandPlane","L1P","BD5","1","Piston","BEDE","BD-5G Micro","L"
"LandPlane","L1J","BD5J","1","Jet","BEDE","BD-5J Micro","L"
"LandPlane","L1T","BD5T","1","Turboprop/Turboshaft","BEDE","BD-5TP Micro","L"
"LandPlane","L1J","BD10","1","Jet","BEDE","BD-10","L"
"LandPlane","L1P","BD12","1","Piston","BEDE","BD-12","L"
"LandPlane","L1P","BD17","1","Piston","BEDE","BD-17 Nuggett","L"
"LandPlane","L1P","BD5","1","Piston","BEDE","Micro (BD-5B/D/G)","L"
"LandPlane","L1J","BD5J","1","Jet","BEDE","Micro (BD-5J)","L"
"LandPlane","L1T","BD5T","1","Turboprop/Turboshaft","BEDE","Micro (BD-5TP)","L"
"LandPlane","L1P","BD17","1","Piston","BEDE","Nuggett","L"
"LandPlane","L1P","BE17","1","Piston","BEECH","17 Staggerwing","L"
"LandPlane","L2P","BE18","2","Piston","BEECH","18 (piston)","L"
"LandPlane","L2T","B18T","2","Turboprop/Turboshaft","BEECH","18 (turbine)","L"
"LandPlane","L1P","BE19","1","Piston","BEECH","19 Musketeer Sport","L"
"LandPlane","L1P","BE19","1","Piston","BEECH","19 Sport","L"
"LandPlane","L1P","BE23","1","Piston","BEECH","23 Musketeer","L"
"LandPlane","L1P","BE23","1","Piston","BEECH","23 Sundowner","L"
"LandPlane","L1P","BE24","1","Piston","BEECH","24 Musketeer Super","L"
"LandPlane","L1P","BE24","1","Piston","BEECH","24 Sierra","L"
"LandPlane","L1P","BE33","1","Piston","BEECH","33 Bonanza","L"
"LandPlane","L1P","BE33","1","Piston","BEECH","33 Debonair","L"
"LandPlane","L1P","BE35","1","Piston","BEECH","35 Bonanza","L"
"LandPlane","L1T","B36T","1","Turboprop/Turboshaft","BEECH","36 Bonanza (turbine)","L"
"LandPlane","L1P","T34P","1","Piston","BEECH","45 Mentor","L"
"LandPlane","L2P","BE50","2","Piston","BEECH","50 Twin Bonanza","L"
"LandPlane","L2P","BE55","2","Piston","BEECH","55 Baron","L"
"LandPlane","L2P","BE56","2","Piston","BEECH","56 Turbo Baron","L"
"LandPlane","L2P","BE58","2","Piston","BEECH","58 Baron","L"
"LandPlane","L2P","BE60","2","Piston","BEECH","60 Duke","L"
"LandPlane","L2P","BE65","2","Piston","BEECH","65 Queen Air","L"
"LandPlane","L2P","BE70","2","Piston","BEECH","70 Queen Air","L"
"LandPlane","L2P","BE76","2","Piston","BEECH","76 Duchess","L"
"LandPlane","L1P","BE77","1","Piston","BEECH","77 Skipper","L"
"LandPlane","L2P","BE80","2","Piston","BEECH","80 Queen Air","L"
"LandPlane","L2P","BE80","2","Piston","BEECH","80 Zamir","L"
"LandPlane","L2P","BE88","2","Piston","BEECH","88 Queen Air","L"
"LandPlane","L2T","U21","2","Turboprop/Turboshaft","BEECH","90 (A90-1) Ute","L"
"LandPlane","L2T","U21","2","Turboprop/Turboshaft","BEECH","90 (A90-2) Ute","L"
"LandPlane","L2T","U21","2","Turboprop/Turboshaft","BEECH","90 (A90-3) Ute","L"
"LandPlane","L2T","U21","2","Turboprop/Turboshaft","BEECH","90 (A90-4) Ute","L"
"LandPlane","L2T","BE9L","2","Turboprop/Turboshaft","BEECH","90 (A90) King Air","L"
"LandPlane","L2T","BE9L","2","Turboprop/Turboshaft","BEECH","90 (B90) King Air","L"
"LandPlane","L2T","BE9L","2","Turboprop/Turboshaft","BEECH","90 (C90) King Air","L"
"LandPlane","L2T","BE9L","2","Turboprop/Turboshaft","BEECH","90 (D90) King Air","L"
"LandPlane","L2T","BE9L","2","Turboprop/Turboshaft","BEECH","90 (E90) King Air","L"
"LandPlane","L2T","BE9T","2","Turboprop/Turboshaft","BEECH","90 (F90) King Air","L"
"LandPlane","L2T","BE9L","2","Turboprop/Turboshaft","BEECH","90 King Air","L"
"LandPlane","L2P","BE95","2","Piston","BEECH","95 Travel Air","L"
"LandPlane","L2T","BE99","2","Turboprop/Turboshaft","BEECH","99 Airliner","L"
"LandPlane","L2T","BE10","2","Turboprop/Turboshaft","BEECH","100 King Air","L"
"LandPlane","L2T","BE20","2","Turboprop/Turboshaft","BEECH","200 Super King Air","L/M"
"LandPlane","L2T","B350","2","Turboprop/Turboshaft","BEECH","300 (B300) Super King Air 350","L/M"
"LandPlane","L2T","BE30","2","Turboprop/Turboshaft","BEECH","300 Super King Air","L"
"LandPlane","L2J","BE40","2","Jet","BEECH","400 Beechjet","M"
"LandPlane","L1P","U22","1","Piston","BEECH","1074","L"
"LandPlane","L1P","U22","1","Piston","BEECH","1079","L"
"LandPlane","L2T","BE20","2","Turboprop/Turboshaft","BEECH","1300 Commuter","L/M"
"LandPlane","L2T","B190","2","Turboprop/Turboshaft","BEECH","1900","M"
"LandPlane","L2T","STAR","2","Turboprop/Turboshaft","BEECH","2000 Starship","L"
"LandPlane","L2T","BE99","2","Turboprop/Turboshaft","BEECH","Airliner","L"
"LandPlane","L2P","BE18","2","Piston","BEECH","AT-7 Navigator","L"
"LandPlane","L2P","BE18","2","Piston","BEECH","AT-11 Kansan","L"
"LandPlane","L2P","BE55","2","Piston","BEECH","Baron (55)","L"
"LandPlane","L2P","BE58","2","Piston","BEECH","Baron (58)","L"
"LandPlane","L2J","BE40","2","Jet","BEECH","Beechjet","M"
"LandPlane","L1P","BE33","1","Piston","BEECH","Bonanza (33)","L"
"LandPlane","L1P","BE35","1","Piston","BEECH","Bonanza (35)","L"
"LandPlane","L1P","BE36","1","Piston","BEECH","A36 Bonanza 36","L"
"LandPlane","L1P","BE36","1","Piston","BEECH","A36AT Bonanza 36","L"
"LandPlane","L1T","B36T","1","Turboprop/Turboshaft","BEECH","Bonanza (36, turbine)","L"
"LandPlane","L2T","BE20","2","Turboprop/Turboshaft","BEECH","C-12A Huron","L/M"
"LandPlane","L2T","BE20","2","Turboprop/Turboshaft","BEECH","C-12C Huron","L/M"
"LandPlane","L2T","BE20","2","Turboprop/Turboshaft","BEECH","C-12D Huron","L/M"
"LandPlane","L2T","BE20","2","Turboprop/Turboshaft","BEECH","C-12E Huron","L/M"
"LandPlane","L2T","BE20","2","Turboprop/Turboshaft","BEECH","C-12F Huron","L/M"
"LandPlane","L2T","B190","2","Turboprop/Turboshaft","BEECH","C-12J","M"
"LandPlane","L2T","BE20","2","Turboprop/Turboshaft","BEECH","C-12L Huron","L/M"
"LandPlane","L2T","BE20","2","Turboprop/Turboshaft","BEECH","C-12R Huron","L/M"
"LandPlane","L2P","BE18","2","Piston","BEECH","C-45 Expeditor","L"
"LandPlane","L2P","BE55","2","Piston","BEECH","C-55 Baron","L"
"LandPlane","L2P","BE55","2","Piston","BEECH","Cochise","L"
"LandPlane","L2T","BE20","2","Turboprop/Turboshaft","BEECH","Commuter","L/M"
"LandPlane","L1P","BE33","1","Piston","BEECH","Debonair","L"
"LandPlane","L2P","BE76","2","Piston","BEECH","Duchess","L"
"LandPlane","L2P","BE60","2","Piston","BEECH","Duke","L"
"LandPlane","L2T","U21","2","Turboprop/Turboshaft","BEECH","EU-21 Ute","L"
"LandPlane","L2P","BE18","2","Piston","BEECH","Expeditor","L"
"LandPlane","L2T","BE20","2","Turboprop/Turboshaft","BEECH","FWC-12 Tzufit","L/M"
"LandPlane","L2T","BE20","2","Turboprop/Turboshaft","BEECH","Huron","L/M"
"LandPlane","L2J","BE40","2","Jet","BEECH","Jayhawk","M"
"LandPlane","L2T","BE20","2","Turboprop/Turboshaft","BEECH","JC-12 Huron","L/M"
"LandPlane","L2P","BE18","2","Piston","BEECH","JRB Expeditor","L"
"LandPlane","L2T","U21","2","Turboprop/Turboshaft","BEECH","JU-21 Ute","L"
"LandPlane","L2P","BE18","2","Piston","BEECH","Kansan","L"
"LandPlane","L2T","BE9L","2","Turboprop/Turboshaft","BEECH","King Air (90, A90 to E90)","L"
"LandPlane","L2T","BE10","2","Turboprop/Turboshaft","BEECH","King Air (100)","L"
"LandPlane","L2T","BE9T","2","Turboprop/Turboshaft","BEECH","King Air (F90)","L"
"LandPlane","L1P","T34P","1","Piston","BEECH","Mentor","L"
"LandPlane","L1P","BE23","1","Piston","BEECH","Musketeer","L"
"LandPlane","L1P","BE19","1","Piston","BEECH","Musketeer Sport","L"
"LandPlane","L1P","BE24","1","Piston","BEECH","Musketeer Super","L"
"LandPlane","L2P","BE18","2","Piston","BEECH","Navigator","L"
"LandPlane","L2T","BE20","2","Turboprop/Turboshaft","BEECH","NC-12 Huron","L/M"
"LandPlane","L1P","U22","1","Piston","BEECH","QU-22","L"
"LandPlane","L2P","BE65","2","Piston","BEECH","Queen Air (65)","L"
"LandPlane","L2P","BE70","2","Piston","BEECH","Queen Air (70)","L"
"LandPlane","L2P","BE80","2","Piston","BEECH","Queen Air (80)","L"
"LandPlane","L2P","BE88","2","Piston","BEECH","Queen Air (88)","L"
"LandPlane","L2T","BE20","2","Turboprop/Turboshaft","BEECH","RC-12 Huron","L/M"
"LandPlane","L2P","BE18","2","Piston","BEECH","RC-45 Expeditor","L"
"LandPlane","L2P","BE50","2","Piston","BEECH","RU-8 Seminole","L"
"LandPlane","L2T","U21","2","Turboprop/Turboshaft","BEECH","RU-21 Ute","L"
"LandPlane","L2P","BE50","2","Piston","BEECH","Seminole (U-8D/E/G)","L"
"LandPlane","L2P","BE65","2","Piston","BEECH","Seminole (U-8F)","L"
"LandPlane","L1P","BE24","1","Piston","BEECH","Sierra","L"
"LandPlane","L1P","BE77","1","Piston","BEECH","Skipper","L"
"LandPlane","L2P","BE18","2","Piston","BEECH","SNB Expeditor","L"
"LandPlane","L1P","BE19","1","Piston","BEECH","Sport","L"
"LandPlane","L1P","BE17","1","Piston","BEECH","Staggerwing","L"
"LandPlane","L2T","STAR","2","Turboprop/Turboshaft","BEECH","Starship","L"
"LandPlane","L1P","BE23","1","Piston","BEECH","Sundowner","L"
"LandPlane","L2T","B350","2","Turboprop/Turboshaft","BEECH","Super King Air 350","L/M"
"LandPlane","L2T","BE20","2","Turboprop/Turboshaft","BEECH","Super King Air (200)","L/M"
"LandPlane","L2T","BE30","2","Turboprop/Turboshaft","BEECH","Super King Air (300)","L"
"LandPlane","L2J","BE40","2","Jet","BEECH","T-1 Jayhawk","M"
"LandPlane","L1P","T34P","1","Piston","BEECH","T-34A Mentor","L"
"LandPlane","L1P","T34P","1","Piston","BEECH","T-34B Mentor","L"
"LandPlane","L1T","T34T","1","Turboprop/Turboshaft","BEECH","T-34C Turbo Mentor","L"
"LandPlane","L2P","BE55","2","Piston","BEECH","T-42 Cochise","L"
"LandPlane","L2T","BE9L","2","Turboprop/Turboshaft","BEECH","T-44 King Air","L"
"LandPlane","L2J","BE40","2","Jet","BEECH","T-400 Beechjet","M"
"LandPlane","L2T","BE20","2","Turboprop/Turboshaft","BEECH","TC-12 Huron","L/M"
"LandPlane","L2P","BE18","2","Piston","BEECH","TC-45 Expeditor","L"
"LandPlane","L2P","BE95","2","Piston","BEECH","Travel Air","L"
"LandPlane","L1P","BE17","1","Piston","BEECH","Traveler","L"
"LandPlane","L2P","BE56","2","Piston","BEECH","Turbo Baron","L"
"LandPlane","L1T","T34T","1","Turboprop/Turboshaft","BEECH","Turbo Mentor","L"
"LandPlane","L2P","BE50","2","Piston","BEECH","Twin Bonanza","L"
"LandPlane","L2T","BE20","2","Turboprop/Turboshaft","BEECH","Tzufit","L/M"
"LandPlane","L2P","BE50","2","Piston","BEECH","U-8D Seminole","L"
"LandPlane","L1P","BE36","1","Piston","BEECH","Bonanza 36","L"
"LandPlane","L2P","BE50","2","Piston","BEECH","U-8E Seminole","L"
"LandPlane","L2P","BE65","2","Piston","BEECH","U-8F Seminole","L"
"LandPlane","L2P","BE50","2","Piston","BEECH","U-8G Seminole","L"
"LandPlane","L2T","U21","2","Turboprop/Turboshaft","BEECH","U-21A Ute","L"
"LandPlane","L2T","BE10","2","Turboprop/Turboshaft","BEECH","U-21F Ute","L"
"LandPlane","L2T","U21","2","Turboprop/Turboshaft","BEECH","U-21G Ute","L"
"LandPlane","L2T","BE20","2","Turboprop/Turboshaft","BEECH","UC-12 Huron","L/M"
"LandPlane","L1P","BE17","1","Piston","BEECH","UC-43 Traveler","L"
"LandPlane","L2P","BE18","2","Piston","BEECH","UC-45 Expeditor","L"
"LandPlane","L2T","U21","2","Turboprop/Turboshaft","BEECH","Ute (U-21A/G)","L"
"LandPlane","L2T","BE10","2","Turboprop/Turboshaft","BEECH","Ute (U-21F)","L"
"LandPlane","L2T","BE9L","2","Turboprop/Turboshaft","BEECH","VC-6 King Air","L"
"LandPlane","L1P","BE17","1","Piston","BEECH","YC-43 Traveler","L"
"LandPlane","L2P","BE80","2","Piston","BEECH","Zamir","L"
"LandPlane","L2T","B60T","2","Turboprop/Turboshaft","BEECH","60 Royal Turbine Duke","L"
"LandPlane","L2T","B60T","2","Turboprop/Turboshaft","BEECH","Royal Turbine Duke","L"
"LandPlane","L1P","BT36","1","Piston","BEECH","A36TC Bonanza","L"
"LandPlane","L1P","BT36","1","Piston","BEECH","B36TC Bonanza","L"
"LandPlane","L1P","BT36","1","Piston","BEECH","Bonanza (A36TC/B36TC)","L"
"LandPlane","L2P","B58T","2","Piston","BEECH","58P Pressurized Baron","L"
"LandPlane","L2P","B58T","2","Piston","BEECH","Pressurized Baron","L"
"LandPlane","L2P","B58T","2","Piston","BEECH","58TC Baron","L"
